,Rue,Adresse,Nombre,Lat,Long,Bureau,Voix LFI du bureau,Nombre d'électeurs du bureau,Voix estimées
72,AVENUE DE BEL AIR,"  34, AVENUE DE BEL AIR ",1,45.7554572,4.9125975,74,238,1237,0.33324939251198155
73,AVENUE DE BEL AIR,  30 AVENUE DE BEL AIR ,1,45.7559239,4.9122714,74,238,1237,0.33324939251198155
74,AVENUE DE BEL AIR,  30 AVENUE DE BEL AIR ,1,45.7559239,4.9122714,74,238,1237,0.33324939251198155
75,AVENUE DE BEL AIR,  28 AVENUE DE BEL AIR ,10,45.7561336,4.9121757,74,238,1237,3.332493925119815
76,AVENUE DE BEL AIR,  26 AVENUE DE BEL AIR ,10,45.7562951,4.9121054,74,238,1237,3.332493925119815
77,AVENUE DE BEL AIR,  18 AVENUE DE BEL AIR ,1,45.7569016,4.9115048,74,238,1237,0.33324939251198155
78,AVENUE BEL AIR,  20 AVENUE BEL AIR ,1,45.7567364,4.9115789,74,238,1237,0.33324939251198155
79,ALLEE DES CEDRES,"  11, ALLEE DES CEDRES ",1,45.7561071,4.9110295,74,238,1237,0.33324939251198155
80,ALLEE DES CEDRES,  9 ALLEE DES CEDRES ,1,45.7561352,4.9110164,74,238,1237,0.33324939251198155
81,ALLEE DES CEDRES,  7 ALLEE DES CEDRES ,1,45.7564193,4.9108898,74,238,1237,0.33324939251198155
82,ALLEE DES CEDRES,"  3, ALLEE DES CEDRES ",1,45.7566689,4.9107775,74,238,1237,0.33324939251198155
83,ALLEE ALLEE DES CEDRES,11 ALLEE ALLEE DES CEDRES ,1,45.7561071,4.9110295,74,238,1237,0.33324939251198155
84,RUE JEAN VOILLOT,  210 RUE JEAN VOILLOT ,14,45.7497395,4.9136865,75,200,1277,3.951524659444738
85,RUE JEAN VOILLOT,225 RUE JEAN VOILLOT ,20,45.7498545,4.9138189,75,200,1277,5.645035227778197
86,RUE JEAN VOILLOT,206 RUE JEAN VOILLOT ,42,45.7501511,4.9133763,75,200,1277,11.854573978334216
87,RUE JEAN VOILLOT,"  176BIS, RUE JEAN VOILLOT ",1,45.7520189,4.9117151,75,200,1277,0.2822517613889099
88,RUE JEAN VOILLOT,159  RUE JEAN VOILLOT ,39,45.7540592,4.9102195,74,238,1237,12.996726307967279
89,RUE JEAN VOILLOT,  151 RUE JEAN VOILLOT ,34,45.7543912,4.9100142,74,238,1237,11.330479345407372
90,RUE JEAN VOILLOT,  149 RUE JEAN VOILLOT ,24,45.7545077,4.9099423,74,238,1237,7.9979854202875575
91,RUE JEAN VOILLOT,  133 RUE JEAN VOILLOT ,1,45.7552618,4.9097727,74,238,1237,0.33324939251198155
92,RUE JEAN VOILLOT,  115 RUE JEAN VOILLOT ,1,45.7569696,4.9100428,73,140,1115,0.2375621432588666
93,RUE JEAN VOILLOT,  105 RUE JEAN VOILLOT ,1,45.7579972,4.90957,73,140,1115,0.2375621432588666
94,RUE RUE JEAN VOILLOT,113 RUE RUE JEAN VOILLOT ,1,45.7571675,4.9099518,73,140,1115,0.2375621432588666
95,RUE JEAN VOILOT,  105 RUE JEAN VOILOT ,1,45.7579972,4.90957,73,140,1115,0.2375621432588666
96,RUE YVONNE CHANU,  192 RUE YVONNE CHANU ,10,45.7517361,4.9102595,75,200,1277,2.8225176138890986
97,RUE YVONNE CHANU,  190 RUE YVONNE CHANU ,10,45.7519324,4.9102123,75,200,1277,2.8225176138890986
98,RUE YVONNE CHANU,  188 RUE YVONNE CHANU ,10,45.752088,4.9101739,75,200,1277,2.8225176138890986
99,RUE YVONNE CHANU,  186 RUE YVONNE CHANU ,10,45.7523168,4.9103825,75,200,1277,2.8225176138890986
100,RUE YVONNE CHANU,  196 RUE YVONNE CHANU ,14,45.7524338,4.9099487,75,200,1277,3.951524659444738
101,RUE YVONNE CHANU,  184 RUE YVONNE CHANU ,10,45.7525148,4.9103392,75,200,1277,2.8225176138890986
102,RUE YVONNE CHANU,  182 RUE YVONNE CHANU ,10,45.7526595,4.9103069,75,200,1277,2.8225176138890986
103,RUE YVONNE CHANU,  194 RUE YVONNE CHANU ,13,45.7527558,4.9098414,75,200,1277,3.6692728980558287
104,RUE YVONNE CHANU,  180 RUE YVONNE CHANU ,10,45.7528024,4.9102745,75,200,1277,2.8225176138890986
105,RUE YVONNE CHANU,  174 RUE YVONNE CHANU ,10,45.7530139,4.909807,75,200,1277,2.8225176138890986
106,RUE YVONNE CHANU,  176 RUE YVONNE CHANU ,10,45.7530302,4.909962,75,200,1277,2.8225176138890986
107,RUE YVONNE CHANU,  178 RUE YVONNE CHANU ,10,45.7530511,4.9101596,75,200,1277,2.8225176138890986
108,IMPASSE BACONNIER,29B IMPASSE BACONNIER ,6,45.7503714,4.9116612,75,200,1277,1.6935105683334593
109,IMPASSE BACONNIER,  36 IMPASSE BACONNIER ,1,45.7507099,4.9112855,75,200,1277,0.2822517613889099
110,IMPASSE BACONNIER,  34 IMPASSE BACONNIER ,1,45.750784,4.9112701,75,200,1277,0.2822517613889099
111,IMPASSE BACONNIER,27A IMPASSE BACONNIER ,5,45.7508367,4.9114107,75,200,1277,1.4112588069445493
112,IMPASSE BACONNIER,  32 IMPASSE BACONNIER ,1,45.7508446,4.9112567,75,200,1277,0.2822517613889099
113,IMPASSE BACONNIER,  30 IMPASSE BACONNIER ,1,45.7509197,4.91124,75,200,1277,0.2822517613889099
114,IMPASSE BACONNIER,  25 IMPASSE BACONNIER ,1,45.7509839,4.9113851,75,200,1277,0.2822517613889099
115,IMPASSE BACONNIER,  28 IMPASSE BACONNIER ,1,45.7509983,4.9112235,75,200,1277,0.2822517613889099
116,IMPASSE BACONNIER,  26 IMPASSE BACONNIER ,1,45.7510652,4.911209,75,200,1277,0.2822517613889099
117,IMPASSE BACONNIER,  23 IMPASSE BACONNIER ,1,45.7510679,4.9113674,75,200,1277,0.2822517613889099
118,IMPASSE BACONNIER,  21 IMPASSE BACONNIER ,1,45.7511312,4.9113541,75,200,1277,0.2822517613889099
119,IMPASSE BACONNIER,  24 IMPASSE BACONNIER ,1,45.7511638,4.9111867,75,200,1277,0.2822517613889099
120,IMPASSE BACONNIER,  19 IMPASSE BACONNIER ,1,45.7512207,4.9113354,75,200,1277,0.2822517613889099
121,ALLEE A ROUTE DE GENAS,  269T ALLEE A ROUTE DE GENAS ,10,45.75046,4.9109012,75,200,1277,2.8225176138890986
122,ALLEE B ROUTE DE GENAS,  269T ALLEE B ROUTE DE GENAS ,10,45.75046,4.9109012,75,200,1277,2.8225176138890986
123,ALLEE C ROUTE DE GENAS,  269T ALLEE C ROUTE DE GENAS ,10,45.75046,4.9109012,75,200,1277,2.8225176138890986
124,ALLEE D ROUTE DE GENAS,  269T ALLEE D ROUTE DE GENAS ,9,45.75046,4.9109012,75,200,1277,2.540265852500189
125,IMPASSE IMPASSE BACONNIER,31C IMPASSE IMPASSE BACONNIER ,4,45.7503968,4.9116347,75,200,1277,1.1290070455556396
126,IMPASSE IMPASSE BACONNIER,33D IMPASSE IMPASSE BACONNIER ,5,45.7503968,4.9116347,75,200,1277,1.4112588069445493
127,ROUTE DE GENAS BAT B1,  277 ROUTE DE GENAS BAT B1 ,8,45.7501107,4.9120115,75,200,1277,2.258014091111279
128,ROUTE DE GENAS BAT B2,  277 ROUTE DE GENAS BAT B2 ,8,45.7501107,4.9120115,75,200,1277,2.258014091111279
129,ROUTE DE GENAS BAT A,  277 ROUTE DE GENAS BAT A ,7,45.7501107,4.9120115,75,200,1277,1.975762329722369
130,RUE DU LUXEMBOURG,18 RUE DU LUXEMBOURG ,4,45.7500743,4.9142371,75,200,1277,1.1290070455556396
131,RUE DU LUXEMBOURG,"  16, RUE DU LUXEMBOURG ",27,45.7500908,4.914491,75,200,1277,7.620797557500566
132,RUE SEVERINE,  58 RUE SEVERINE ,21,45.7512309,4.914389,75,200,1277,5.927286989167108
133,RUE SEVERINE,  54 RUE SEVERINE ,23,45.751384,4.9145075,75,200,1277,6.491790511944926
134,RUE SEVERINE,  41 RUE SEVERINE ,1,45.7523974,4.9145002,75,200,1277,0.2822517613889099
135,PLACE DE LA PAIX,  12 PLACE DE LA PAIX ,7,45.7521869,4.9151787,75,200,1277,1.975762329722369
136,PLACE DE LA PAIX,  12 PLACE DE LA PAIX ,1,45.7521869,4.9151787,75,200,1277,0.2822517613889099
137,PLACE DE LA PAIX,  11 PLACE DE LA PAIX ,9,45.7521943,4.9148971,75,200,1277,2.540265852500189
138,PLACE DE LA PAIX,  10 PLACE DE LA PAIX ,10,45.7522012,4.9146542,75,200,1277,2.8225176138890986
139,PLACE DE LA PAIX,  9  PLACE DE LA PAIX ,8,45.7522079,4.9144151,75,200,1277,2.258014091111279
140,RUE BLASCO IBANEZ,  40 RUE BLASCO IBANEZ ,9,45.7523868,4.9153374,75,200,1277,2.540265852500189
141,RUE DES ROSES,  26 RUE DES ROSES ,6,45.7537434,4.906672,73,140,1115,1.4253728595531996
142,AVENUE PAUL KRUGER,  142 AVENUE PAUL KRUGER ,6,45.7539111,4.9061119,73,140,1115,1.4253728595531996
143,AVENUE PAUL KRUGER,  145 AVENUE PAUL KRUGER ,15,45.7540217,4.9063535,73,140,1115,3.563432148882999
144,AVENUE PAUL KRUGER,  143 AVENUE PAUL KRUGER ,10,45.7540557,4.9061501,73,140,1115,2.375621432588666
145,AVENUE PAUL KRUGER,  4 AVENUE PAUL KRUGER ,8,45.7555445,4.8917717,63,126,1151,1.3881126657771
146,RUE DE LA MARNE,  5 RUE DE LA MARNE ,1,45.75359,4.9061031,73,140,1115,0.2375621432588666
147,RUE DU MARECHAL FOCH,  15 RUE DU MARECHAL FOCH ,1,45.7533112,4.9052224,73,140,1115,0.2375621432588666
148,RUE PIERRE BRESSAT,  24 RUE PIERRE BRESSAT ,1,45.7530141,4.9044144,73,140,1115,0.2375621432588666
149,RUE DE L'ORANGER.,  19 RUE DE L'ORANGER. ,8,45.7529689,4.9037195,73,140,1115,1.9004971460709328
150,RUE DE L'ORANGER.,  21 RUE DE L'ORANGER. ,6,45.7529689,4.9037195,73,140,1115,1.4253728595531996
151,RUE DE L'ORANGER,  17 RUE DE L'ORANGER ,8,45.7531823,4.9036804,73,140,1115,1.9004971460709328
152,"12, IMPASSE PONCET","  10, 12, IMPASSE PONCET ",6,45.752508,4.9036055,73,140,1115,1.4253728595531996
153,RUE MARECHAL FOCH,  34 RUE MARECHAL FOCH ,1,45.752339,4.9052417,73,140,1115,0.2375621432588666
154,RUE PAUL KRUGER,  118 RUE PAUL KRUGER ,2,45.7544925,4.9027939,73,140,1115,0.4751242865177332
155,RUE JULES GUESDE,  25 RUE JULES GUESDE ,1,45.7555134,4.9042689,73,140,1115,0.2375621432588666
156,RUE RUE CYPRIAN,8 RUE RUE CYPRIAN ,1,45.7592063,4.901291,72,155,893,0.32032666339890264
157,RUE DE CYPRIAN,  3 RUE DE CYPRIAN ,31,45.7597985,4.9015208,72,155,893,9.930126565365981
158,RUE LEON BLUM,  108 RUE LEON BLUM ,15,45.7592206,4.8995839,71,156,1263,3.797508558417333
159,RUE LEON BLUM,  106 RUE LEON BLUM ,25,45.7595163,4.8996764,71,156,1263,6.329180930695555
160,RUE LEON BLUM,  70 RUE LEON BLUM ,10,45.759904,4.8967145,71,156,1263,2.5316723722782224
161,RUE LEON BLUM,  94D RUE LEON BLUM ,23,45.760067,4.8991748,71,156,1263,5.822846456239911
162,RUE LEON BLUM,"  81, RUE LEON BLUM ",22,45.7600892,4.8976988,65,137,1146,4.1917734105320426
163,RUE LEON BLUM,"  83, RUE LEON BLUM ",1,45.7601044,4.8978918,65,137,1146,0.19053515502418375
164,RUE LEON BLUM,"  83BIS, RUE LEON BLUM ",1,45.7601044,4.8978918,65,137,1146,0.19053515502418375
165,RUE LEON BLUM,"  85, RUE LEON BLUM ",21,45.7601282,4.8981071,65,137,1146,4.001238255507858
166,RUE LEON BLUM,118 RUE LEON BLUM ,15,45.7602102,4.9017595,72,155,893,4.804899950983539
167,RUE LEON BLUM,  89 RUE LEON BLUM ,16,45.7602115,4.8987735,69,186,1171,4.9722414300538595
168,RUE LEON BLUM,120 RUE LEON BLUM ,38,45.760257,4.902025,72,155,893,12.172413209158298
169,RUE LEON BLUM,  148 RUE LEON BLUM ,44,45.7604023,4.9053575,72,155,893,14.094373189551716
170,RUE LEON BLUM,  203 RUE LEON BLUM ,10,45.7622024,4.9104978,79,139,816,2.7910064900131455
171,RUE LEON BLUM,  205 RUE LEON BLUM ,10,45.7623549,4.9104297,79,139,816,2.7910064900131455
172,RUE LEON BLUM,  207 RUE LEON BLUM ,10,45.7624894,4.9103623,79,139,816,2.7910064900131455
173,RUE LEON BLUM,  209 RUE LEON BLUM ,10,45.7626567,4.910269,79,139,816,2.7910064900131455
174,RUE LEON BLUM,  211 RUE LEON BLUM ,10,45.7627902,4.9102015,79,139,816,2.7910064900131455
175,RUE LEON BLUM,  213 RUE LEON BLUM ,10,45.7629584,4.9101108,79,139,816,2.7910064900131455
176,RUE LEON BLUM,212 RUE LEON BLUM ,34,45.7632533,4.9145533,79,139,816,9.489422066044693
177,RUE LEON BLUM,214 RUE LEON BLUM ,9,45.7633122,4.9147445,79,139,816,2.511905841011831
178,RUE LEON BLUM,216 RUE LEON BLUM ,6,45.763378,4.9149565,79,139,816,1.674603894007887
179,RUE LEON BLUM,  224 RUE LEON BLUM ,19,45.763715,4.916078,80,140,891,4.624713228666611
180,RUE LEON BLUM,  271 RUE LEON BLUM ,1,45.7641117,4.9167323,80,140,891,0.24340595940350584
181,RUE LEON BLUM,  273 RUE LEON BLUM ,1,45.7641637,4.9169052,80,140,891,0.24340595940350584
182,RUE LEON BLUM,  275 RUE LEON BLUM ,1,45.7642081,4.9170483,80,140,891,0.24340595940350584
183,RUE LEON BLUM,"  281, RUE LEON BLUM ",1,45.7643807,4.9176528,80,140,891,0.24340595940350584
184,RUE LEON BLUM,  283 RUE LEON BLUM ,1,45.7644325,4.9178347,80,140,891,0.24340595940350584
185,RUE LEON BLUM,  289 RUE LEON BLUM ,1,45.7645717,4.9183389,80,140,891,0.24340595940350584
186,RUE LEON BLUM,  291 RUE LEON BLUM ,1,45.764604,4.918452,80,140,891,0.24340595940350584
187,B RUE LEON BLUM,  124 B RUE LEON BLUM ,10,45.7598333,4.9020784,72,155,893,3.203266633989026
188,B RUE LEON BLUM,124 B RUE LEON BLUM ,21,45.7598333,4.9020784,72,155,893,6.726859931376955
189,A RUE LEON BLUM,124 A RUE LEON BLUM ,41,45.7598333,4.9020784,72,155,893,13.133393199355007
190,RUE LÉON BLUM,  38-40 RUE LÉON BLUM ,30,45.7596649,4.8939812,71,156,1263,7.595017116834666
191,RUE LÉON BLUM,  139 RUE LÉON BLUM ,4,45.76051,4.9033022,78,150,1028,1.0508274721783044
192,RUE FREDERIC FAYS,  70 RUE FREDERIC FAYS ,12,45.7602739,4.9056555,72,155,893,3.843919960786832
193,RUE FREDERIC FAYS,  68 RUE FREDERIC FAYS ,1,45.7603776,4.9055671,72,155,893,0.32032666339890264
194,RUE FREDERIC FAYS,  58 RUE FREDERIC FAYS ,13,45.7611179,4.9052792,78,150,1028,3.415189284579489
195,RUE FREDERIC FAYS,  54 RUE FREDERIC FAYS ,15,45.7614128,4.9050799,78,150,1028,3.940603020668641
196,RUE FREDERIC FAYS,32 RUE FREDERIC FAYS ,1,45.7636155,4.9041585,78,150,1028,0.2627068680445761
197,RUE FREDERIC FAYS,14  RUE FREDERIC FAYS ,36,45.7643782,4.9035436,78,150,1028,9.457447249604739
198,RUE FR?D?RIC FA?S,60 RUE FR?D?RIC FA?S ,9,45.7610387,4.9053331,78,150,1028,2.3643618124011847
199,BIS RUE FREDERIC FAYS,  68 BIS RUE FREDERIC FAYS ,1,45.7603776,4.9055671,72,155,893,0.32032666339890264
200,RUE BURAIS,  6 RUE BURAIS ,30,45.7586223,4.8918796,70,182,1239,6.03158819070742
201,RUE BURAIS,  4A RUE BURAIS ,9,45.7591585,4.8914155,70,182,1239,1.809476457212226
202,RUE BURAIS,  4B RUE BURAIS ,2,45.7591585,4.8914155,70,182,1239,0.40210587938049464
203,RUE BURAIS,1 RUE BURAIS ,9,45.7610963,4.9079425,72,155,893,2.8829399705901237
204,RUE BURAIS,3 RUE BURAIS ,31,45.7610963,4.9079425,72,155,893,9.930126565365981
205,RUE BARAIS,5 RUE BARAIS ,10,45.7610963,4.9079425,72,155,893,3.203266633989026
206,BIS COURS EMILE ZOLA,  428 BIS COURS EMILE ZOLA ,10,45.7628797,4.9106666,79,139,816,2.7910064900131455
207,BIS COURS EMILE ZOLA,  434 BIS COURS EMILE ZOLA ,10,45.7631697,4.9116209,79,139,816,2.7910064900131455
208,BIS COURS EMILE ZOLA,  430 BIS COURS EMILE ZOLA ,10,45.7632396,4.9104741,79,139,816,2.7910064900131455
209,BIS COURS EMILE ZOLA,  432 BIS COURS EMILE ZOLA ,10,45.763365,4.9110844,79,139,816,2.7910064900131455
210,BIS COURS EMILE ZOLA,96 BIS COURS EMILE ZOLA ,1,45.7706188,4.8727281,34,163,1250,0.24997935649044042
211,COURS EMILE ZOLA,  428 COURS EMILE ZOLA ,10,45.7628797,4.9106666,79,139,816,2.7910064900131455
212,COURS EMILE ZOLA,  434 COURS EMILE ZOLA ,10,45.7631697,4.9116209,79,139,816,2.7910064900131455
213,COURS EMILE ZOLA,  430 COURS EMILE ZOLA ,10,45.7632396,4.9104741,79,139,816,2.7910064900131455
214,COURS EMILE ZOLA,  432 COURS EMILE ZOLA ,10,45.763365,4.9110844,79,139,816,2.7910064900131455
215,COURS EMILE ZOLA,  422 COURS EMILE ZOLA ,10,45.7633701,4.9098985,79,139,816,2.7910064900131455
216,COURS EMILE ZOLA,  420 COURS EMILE ZOLA ,10,45.7634764,4.9098417,79,139,816,2.7910064900131455
217,COURS EMILE ZOLA,  418 COURS EMILE ZOLA ,10,45.7636566,4.9097347,79,139,816,2.7910064900131455
218,COURS EMILE ZOLA,  416 COURS EMILE ZOLA ,10,45.7637665,4.9096767,79,139,816,2.7910064900131455
219,COURS EMILE ZOLA,  336 COURS EMILE ZOLA ,8,45.7659671,4.8981369,77,180,1240,2.1416832318774435
220,COURS EMILE ZOLA,323 COURS EMILE ZOLA ,1,45.7665786,4.896006,4,137,1055,0.30122739063486326
221,COURS EMILE ZOLA,323 COURS EMILE ZOLA ,1,45.7665786,4.896006,4,137,1055,0.30122739063486326
222,COURS EMILE ZOLA,323 COURS EMILE ZOLA ,36,45.7665786,4.896006,4,137,1055,10.844186062855076
223,COURS EMILE ZOLA,  285 COURS EMILE ZOLA ,27,45.7673687,4.8917106,10,169,1329,8.115930556690948
224,COURS EMILE ZOLA,  210 COURS EMILE ZOLA ,7,45.7683218,4.8855284,48,154,1222,1.7534326709868693
225,COURS EMILE ZOLA,  210 COURS EMILE ZOLA ,17,45.7683218,4.8855284,48,154,1222,4.2583364866823965
226,COURS EMILE ZOLA,  210BIS COURS EMILE ZOLA ,41,45.7683218,4.8855284,48,154,1222,10.270105644351663
227,COURS EMILE ZOLA,  210BIS COURS EMILE ZOLA ,2,45.7683218,4.8855284,48,154,1222,0.5009807631391056
228,COURS EMILE ZOLA,"  227, COURS EMILE ZOLA ",10,45.7684869,4.8856571,12,143,1156,2.6058324699040316
229,COURS EMILE ZOLA,"  181, COURS EMILE ZOLA ",3,45.7693841,4.8807493,14,96,1035,0.5991656838822405
230,COURS EMILE ZOLA,  148 COURS EMILE ZOLA ,1,45.7696515,4.8775677,45,118,926,0.2631496358660949
231,COURS EMILE ZOLA,  149 COURS EMILE ZOLA ,16,45.7700995,4.8773802,36,114,916,3.8980439886540688
232,COURS EMILE ZOLA,  147 COURS EMILE ZOLA ,20,45.7701098,4.8773145,36,114,916,4.872554985817586
233,COURS EMILE ZOLA,  145 COURS EMILE ZOLA ,21,45.7701228,4.8772434,36,114,916,5.116182735108465
234,COURS EMILE ZOLA,  143 COURS EMILE ZOLA ,16,45.7701331,4.8771738,36,114,916,3.8980439886540688
235,COURS EMILE ZOLA,  92 COURS EMILE ZOLA ,9,45.7707446,4.8721166,34,163,1250,2.249814208413964
236,COURS EMILE ZOLA,  90 COURS EMILE ZOLA ,6,45.7707638,4.8719358,34,163,1250,1.4998761389426425
237,TER COURS EMILE ZOLA,  434 TER COURS EMILE ZOLA ,10,45.7631697,4.9116209,79,139,816,2.7910064900131455
238,TER COURS EMILE ZOLA,  430 TER COURS EMILE ZOLA ,10,45.7632396,4.9104741,79,139,816,2.7910064900131455
239,TER COURS EMILE ZOLA,  432 TER COURS EMILE ZOLA ,10,45.763365,4.9110844,79,139,816,2.7910064900131455
240,RUE DU CIMETIERE,  24 RUE DU CIMETIERE ,4,45.7647,4.911974,80,140,891,0.9736238376140234
241,RUE DU CIMETIERE,  22 RUE DU CIMETIERE ,13,45.7647433,4.911728,80,140,891,3.164277472245576
242,COURS COURS EMILE ZOLA,395 COURS COURS EMILE ZOLA ,12,45.7650504,4.9065152,3,126,1020,3.0752633990861686
243,COURS COURS EMILE ZOLA,397 COURS COURS EMILE ZOLA ,12,45.76521,4.9063496,3,126,1020,3.0752633990861686
244,COURS COURS EMILE ZOLA,401 COURS COURS EMILE ZOLA ,12,45.7653042,4.9062954,3,126,1020,3.0752633990861686
245,COURS COURS EMILE ZOLA,399 COURS COURS EMILE ZOLA ,12,45.7653961,4.9061552,3,126,1020,3.0752633990861686
246,COURS COURS EMILE ZOLA,403 COURS COURS EMILE ZOLA ,12,45.7657262,4.9058127,3,126,1020,3.0752633990861686
247,COURS COURS EMILE ZOLA,331 COURS COURS EMILE ZOLA ,22,45.7663775,4.8969882,4,137,1055,6.627002593966991
248,COURS COURS EMILE ZOLA,327 COURS COURS EMILE ZOLA ,23,45.7664532,4.8966805,4,137,1055,6.928229984601854
249,COURS COURS EMILE ZOLA,327 COURS COURS EMILE ZOLA ,1,45.7664532,4.8966805,4,137,1055,0.30122739063486326
250,COURS COURS EMILE ZOLA,20 COURS COURS EMILE ZOLA ,9,45.7704933,4.8642285,33,169,1356,2.049747347465102
251,COURS COURS EMILE ZOLA,24 COURS COURS EMILE ZOLA ,2,45.7705291,4.8645721,33,169,1356,0.4554994105478004
252,IMPASSE BOURGHANIN,  12 IMPASSE BOURGHANIN ,1,45.7645214,4.9029148,78,150,1028,0.2627068680445761
253,RUE PIERRE BARATIN,  72 RUE PIERRE BARATIN ,3,45.7609557,4.9005914,69,186,1171,0.9322952681350987
254,RUE PIERRE BARATIN,  54 RUE PIERRE BARATIN ,1,45.7621828,4.9003562,69,186,1171,0.3107650893783662
255,RUE PIERRE BARATIN,  52 RUE PIERRE BARATIN ,1,45.7622696,4.9003373,69,186,1171,0.3107650893783662
256,RUE PIERRE BARATIN,  31 RUE PIERRE BARATIN ,54,45.7638197,4.9016261,77,180,1240,14.456361815172745
257,RUE PIERRE BARATIN,  33 RUE PIERRE BARATIN ,60,45.7639191,4.9020362,77,180,1240,16.06262423908083
258,RUE PIERRE BARATIN,  29 RUE PIERRE BARATIN ,22,45.7639877,4.9010649,77,180,1240,5.889628887662971
259,RUE PIERRE BARATIN,  29B RUE PIERRE BARATIN ,22,45.7639877,4.9010649,77,180,1240,5.889628887662971
260,RUE PIERRE BARATIN,  35 RUE PIERRE BARATIN ,40,45.7640572,4.902391,77,180,1240,10.708416159387218
261,RUE RUE CHEVREUL,36 RUE RUE CHEVREUL ,17,45.7632597,4.8999544,77,180,1240,4.551076867739567
262,RUE RUE CHEVREUL,32 RUE RUE CHEVREUL ,22,45.763416,4.8996058,77,180,1240,5.889628887662971
263,BOULEVARD BOULEVARD EUGENE REGUILLON,75 BOULEVARD BOULEVARD EUGENE REGUILLON ,22,45.7630334,4.9000199,69,186,1171,6.836831966324057
264,BD EUGENE REGUILLON,  43 BD EUGENE REGUILLON ,14,45.7618477,4.8970399,69,186,1171,4.350711251297127
265,BD EUGENE REGUILLON,  90 BD EUGENE REGUILLON ,20,45.7619015,4.8982321,69,186,1171,6.215301787567324
266,BD EUGENE REGUILLON,  88 BD EUGENE REGUILLON ,16,45.7619019,4.8982056,69,186,1171,4.9722414300538595
267,BD EUGENE REGUILLON,  104 BD EUGENE REGUILLON ,3,45.7626131,4.8995705,69,186,1171,0.9322952681350987
268,BOULEVARD EUGENE REGUILLON,"  96, BOULEVARD EUGENE REGUILLON ",45,45.7622498,4.8991603,69,186,1171,13.984429022026479
269,BOULEVARD EUG?NE R?GUILLON,  94 BOULEVARD EUG?NE R?GUILLON ,5,45.7620393,4.898827,69,186,1171,1.553825446891831
270,RUE F & I JOLIOT-CURIE,  62 RUE F & I JOLIOT-CURIE ,12,45.7620146,4.897025,69,186,1171,3.7291810725403947
271,RUE F & I JOLIOT-CURIE,  17 RUE F & I JOLIOT-CURIE ,18,45.7620275,4.8973465,69,186,1171,5.5937716088105915
272,RUE F & I JOLIOT-CURIE,  46 RUE F & I JOLIOT-CURIE ,3,45.7630141,4.8963463,69,186,1171,0.9322952681350987
273,RUE F & I JOLIOT-CURIE,  3  RUE F & I JOLIOT-CURIE ,8,45.7636673,4.8965554,69,186,1171,2.4861207150269298
274,RUE F. ET I. JOLIOT CURIE,"  15, RUE F. ET I. JOLIOT CURIE ",12,45.7622558,4.8973626,69,186,1171,3.7291810725403947
275,RUE F. ET I. JOLIOT CURIE,"  13, RUE F. ET I. JOLIOT CURIE ",17,45.7623912,4.8972348,69,186,1171,5.2830065194322255
276,RUE F. ET I. JOLIOT CURIE,"  9, RUE F. ET I. JOLIOT CURIE ",3,45.7628364,4.8968447,69,186,1171,0.9322952681350987
277,RUE F. ET I. JOLIOT CURIE,"  50, RUE F. ET I. JOLIOT CURIE ",3,45.7628409,4.8966312,69,186,1171,0.9322952681350987
278,RUE F. ET I. JOLIOT CURIE,"  40, RUE F. ET I. JOLIOT CURIE ",9,45.7630699,4.8961372,69,186,1171,2.7968858044052958
279,RUE F. ET I. JOLIOT CURIE,"  30, RUE F. ET I. JOLIOT CURIE ",12,45.763648,4.8963617,69,186,1171,3.7291810725403947
280,RUE FREDERIC ET IRENE JOLIOT CURIE,56  RUE FREDERIC ET IRENE JOLIOT CURIE ,9,45.7624539,4.8970401,69,186,1171,2.7968858044052958
281,RUE FREDERIC ET IRENE JOLIOT CURIE,52  RUE FREDERIC ET IRENE JOLIOT CURIE ,3,45.7627526,4.8967389,69,186,1171,0.9322952681350987
282,RUE FREDERIC ET IRENE JOLIOT CURIE,11  RUE FREDERIC ET IRENE JOLIOT CURIE ,2,45.762754,4.8969217,69,186,1171,0.6215301787567324
283,RUE FREDERIC ET IRENE JOLIOT CURIE,5  RUE FREDERIC ET IRENE JOLIOT CURIE ,3,45.7630598,4.8965242,69,186,1171,0.9322952681350987
284,RUE FREDERIC ET IRENE JOLIOT CURIE,5 RUE FREDERIC ET IRENE JOLIOT CURIE ,10,45.7630598,4.8965242,69,186,1171,3.107650893783662
285,RUE FREDERIC ET IRENE JOLIOT CURIE,36 RUE FREDERIC ET IRENE JOLIOT CURIE ,10,45.7634279,4.8961134,69,186,1171,3.107650893783662
286,RUE FREDERIC ET IRENE JOLIOT CURIE,34  RUE FREDERIC ET IRENE JOLIOT CURIE ,9,45.7634767,4.896101,69,186,1171,2.7968858044052958
287,RUE F.ET I J.CURIE,  54 RUE F.ET I J.CURIE ,8,45.762584,4.8969622,69,186,1171,2.4861207150269298
288,RUE F.ET I JOLIOT CURIE,  7 RUE F.ET I JOLIOT CURIE ,3,45.7629215,4.8967099,69,186,1171,0.9322952681350987
289,RUE F ET I JOLIOT CURIE,  48 RUE F ET I JOLIOT CURIE ,3,45.7629296,4.8964966,69,186,1171,0.9322952681350987
290,RUE F ET I JOLIOT CURIE,  38 RUE F ET I JOLIOT CURIE ,10,45.7631763,4.8961306,69,186,1171,3.107650893783662
