,Rue,Adresse,Nombre,Lat,Long,Bureau,Voix LFI du bureau,Nombre d'électeurs du bureau,Voix estimées
291,RUE F ET I JOLIOT CURIE,  32 RUE F ET I JOLIOT CURIE ,10,45.7634619,4.8962871,69,186,1171,3.107650893783662
292,RUE F ET I JOLIOT CURIE,  28 RUE F ET I JOLIOT CURIE ,7,45.7639903,4.896412,69,186,1171,2.1753556256485633
293,RUE F ET I JOLIOT CURIE,  1 RUE F ET I JOLIOT CURIE ,8,45.7639991,4.8965848,69,186,1171,2.4861207150269298
294,RUE VICTOR BASCH,  22 RUE VICTOR BASCH ,6,45.7633425,4.8968016,69,186,1171,1.8645905362701973
295,RUE VICTOR BASCH,  20 RUE VICTOR BASCH ,6,45.7635746,4.8968147,69,186,1171,1.8645905362701973
296,RUE VICTOR BASCH,  18 RUE VICTOR BASCH ,6,45.7640632,4.8968457,68,166,1311,1.2387512567041923
297,RUE VICTOR BASCH,"  16, RUE VICTOR BASCH ",6,45.7642504,4.8968572,68,166,1311,1.2387512567041923
298,RUE BERGONIER,  6 RUE BERGONIER ,13,45.7648836,4.8976048,77,180,1240,3.4802352518008455
299,RUE CHARLES ROBIN,23 RUE CHARLES ROBIN ,1,45.7644046,4.8983953,77,180,1240,0.26771040398468043
300,IMPASSE CHEVREUL LE CLAIREFONTAINE,17 IMPASSE CHEVREUL LE CLAIREFONTAINE,1,45.765055,4.8994112,77,180,1240,0.26771040398468043
301,COURS E. ZOLA,"  322, COURS E. ZOLA ",24,45.7662445,4.8964299,77,180,1240,6.425049695632331
302,COURS E.ZOLA,  320 COURS E.ZOLA ,25,45.7662799,4.8962602,77,180,1240,6.692760099617011
303,RUE DU BOUCHERET,  15 RUE DU BOUCHERET ,10,45.7669446,4.8958352,4,137,1055,3.0122739063486326
304,RUE SUBIT,  11 RUE SUBIT ,1,45.7656192,4.8955915,77,180,1240,0.26771040398468043
305,RUE SUBIT,  9 RUE SUBIT ,1,45.7657534,4.8955884,77,180,1240,0.26771040398468043
306,RUE SUBIT,  4 RUE SUBIT ,2,45.7661299,4.8954275,67,119,1037,0.3828396384749004
307,RUE DU 4 AOUT 1789,  15 RUE DU 4 AOUT 1789 ,11,45.764058,4.8752371,44,113,1035,2.429762441361506
308,RUE DU 4 AOUT 1789,173 RUE DU 4 AOUT 1789 ,14,45.7646928,4.8921299,67,119,1037,2.6798774693243024
309,RUE DU 4 AOUT 1789,  217 RUE DU 4 AOUT 1789 ,2,45.765178,4.8950989,68,166,1311,0.4129170855680641
310,RUE DU 4 AOUT 1789,  217 RUE DU 4 AOUT 1789 ,1,45.765178,4.8950989,68,166,1311,0.20645854278403206
311,RUE DU 4 AOUT 1789,  264 RUE DU 4 AOUT 1789 ,2,45.7660275,4.9010341,3,126,1020,0.5125438998476948
312,RUE DU 4 AOUT 1789,  273 RUE DU 4 AOUT 1789 ,1,45.7663746,4.9018182,3,126,1020,0.2562719499238474
313,RUE DU 4 AOÛT 1789,  31A RUE DU 4 AOÛT 1789 ,10,45.7644469,4.8774467,44,113,1035,2.2088749466922786
314,RUE DU 4 AOÛT 1789,  155 RUE DU 4 AOÛT 1789 ,9,45.7646725,4.8906016,67,119,1037,1.7227783731370516
315,RUE DU 4 AOÛT 1789,225 RUE DU 4 AOÛT 1789 ,23,45.7655002,4.8963232,77,180,1240,6.15733929164765
316,RUE RUE DU 4 AOUT,18 RUE RUE DU 4 AOUT ,33,45.7639598,4.8757219,44,113,1035,7.289287324084519
317,RUE RUE DU 4 AOUT,183 RUE RUE DU 4 AOUT ,15,45.7647403,4.8927326,67,119,1037,2.871297288561753
318,RUE RUE DU 4 AOUT,185 RUE RUE DU 4 AOUT ,15,45.7647946,4.8928773,67,119,1037,2.871297288561753
319,RUE RUE DU 4 AOUT,187 RUE RUE DU 4 AOUT ,15,45.7649115,4.8935338,67,119,1037,2.871297288561753
320,RUE RUE DU 4 AOUT,189 RUE RUE DU 4 AOUT ,15,45.7649188,4.8937464,67,119,1037,2.871297288561753
321,RUE RUE PIERRE CACARD,22 RUE RUE PIERRE CACARD ,20,45.7653316,4.8930282,67,119,1037,3.828396384749004
322,RUE RUE PIERRE CACARD,17 RUE RUE PIERRE CACARD ,20,45.7653538,4.893213,67,119,1037,3.828396384749004
323,RUE RUE PIERRE CACARD,20 RUE RUE PIERRE CACARD ,10,45.7655408,4.8930161,67,119,1037,1.914198192374502
324,RUE RUE PIERRE CACARD,15 RUE RUE PIERRE CACARD ,10,45.765565,4.8931842,67,119,1037,1.914198192374502
325,RUE RUE PIERRE CACARD,16 RUE RUE PIERRE CACARD ,20,45.7658334,4.892595,67,119,1037,3.828396384749004
326,RUE RUE PIERRE CACARD,11 RUE RUE PIERRE CACARD ,20,45.7658941,4.8935443,67,119,1037,3.828396384749004
327,RUE RUE PIERRE CACARD,18 RUE RUE PIERRE CACARD ,20,45.7659309,4.8929587,67,119,1037,3.828396384749004
328,RUE RUE PIERRE CACARD,13 RUE RUE PIERRE CACARD ,20,45.765962,4.8931438,67,119,1037,3.828396384749004
329,RUE DU 4 AOUT,  150 RUE DU 4 AOUT ,2,45.7644759,4.8898053,66,98,1069,0.3808238426186153
330,RUE DU 4 AOUT,150  RUE DU 4 AOUT ,1,45.7644759,4.8898053,66,98,1069,0.19041192130930765
331,RUE DU 4 AOUT,156  RUE DU 4 AOUT ,1,45.7644977,4.8914102,66,98,1069,0.19041192130930765
332,RUE DU 4 AOUT,  166 RUE DU 4 AOUT ,5,45.7645191,4.8922784,66,98,1069,0.9520596065465382
333,RUE DU 4 AOUT,"  87, RUE DU 4 AOUT ",33,45.7648002,4.8832354,49,144,1237,0.7850813376828145
334,RUE DU 4 AOUT,266 RUE DU 4 AOUT ,9,45.7660529,4.9015575,3,126,1020,2.3064475493146266
335,RUE LOUIS GOUX,  37 RUE LOUIS GOUX ,4,45.7648835,4.8916075,67,119,1037,0.7656792769498008
336,RUE LOUIS GOUX,  35 RUE LOUIS GOUX ,3,45.7651328,4.8916716,67,119,1037,0.5742594577123505
337,RUE LOUIS GOUX,"  30, RUE LOUIS GOUX ",23,45.7652687,4.8915177,67,119,1037,4.402655842461354
338,RUE JULES KUMER,"  39, RUE JULES KUMER ",19,45.7650406,4.8905653,67,119,1037,3.6369765655115533
339,RUE JULES KUMER,36  RUE JULES KUMER ,79,45.7653261,4.8904605,11,116,1126,19.84935980582269
340,RUE JULES KUMER,30  RUE JULES KUMER ,81,45.7655653,4.8904828,11,116,1126,20.351875243944786
341,RUE JULES KUMER,30  RUE JULES KUMER ,1,45.7655653,4.8904828,11,116,1126,0.25125771906104677
342,RUE DU 1ER MARS,  81 RUE DU 1ER MARS ,2,45.7626978,4.8909039,66,98,1069,0.3808238426186153
343,RUE DU 1ER MARS,81  RUE DU 1ER MARS ,1,45.7626978,4.8909039,66,98,1069,0.19041192130930765
344,RUE DE LA BAISSE,40  RUE DE LA BAISSE ,1,45.762884,4.8919727,68,166,1311,0.20645854278403206
345,RUE DE LA BAISSE,  38 RUE DE LA BAISSE ,1,45.7633733,4.8920165,68,166,1311,0.20645854278403206
346,RUE DU PROGRES,  51 RUE DU PROGRES ,28,45.7623148,4.8948115,68,166,1311,5.780839197952898
347,RUE DU PROGRES,  49 RUE DU PROGRES ,21,45.7625146,4.8946613,68,166,1311,4.335629398464673
348,RUE DU PROGRES,  49 RUE DU PROGRES ,1,45.7625146,4.8946613,68,166,1311,0.20645854278403206
349,RUE DU PROGRES,  39 RUE DU PROGRES ,4,45.7630532,4.8942912,68,166,1311,0.8258341711361282
350,RUE DR FRAPPAZ,  81 RUE DR FRAPPAZ ,34,45.7618464,4.8958314,68,166,1311,7.01959045465709
351,RUE DR FRAPPAZ,  77 RUE DR FRAPPAZ ,32,45.7618587,4.8954239,68,166,1311,6.606673369089026
352,RUE DR FRAPPAZ,  75 RUE DR FRAPPAZ ,35,45.7618645,4.8951307,68,166,1311,7.226048997441122
353,RUE FAILLEBIN,44 RUE FAILLEBIN ,8,45.7629105,4.8952785,68,166,1311,1.6516683422722565
354,RUE F ET I J.CURIE,  60 RUE F ET I J.CURIE ,14,45.7621783,4.8969869,69,186,1171,4.350711251297127
355,RUE EMILE DECORPS,  91A RUE EMILE DECORPS ,16,45.7533716,4.8992001,71,156,1263,4.050675795645155
356,RUE EMILE DECORPS,  5 RUE EMILE DECORPS ,43,45.7589202,4.9002568,72,155,893,13.774046526152812
357,RUE EMILE DECORPS,  12 RUE EMILE DECORPS ,36,45.758949,4.8989208,71,156,1263,9.1140205402016
358,RUE EMILE DECORPS,8 RUE EMILE DECORPS ,3,45.7589947,4.8997443,71,156,1263,0.7595017116834666
359,RUE EMILE DECORPS,  7 RUE EMILE DECORPS ,1,45.7591087,4.9005765,72,155,893,0.32032666339890264
360,RUE EMILE DECORPS,  3 RUE EMILE DECORPS ,36,45.7591527,4.9003536,72,155,893,11.531759882360495
361,RUE EMILE DECORPS,  10 RUE EMILE DECORPS ,36,45.759161,4.8987955,71,156,1263,9.1140205402016
362,RUE EMILE DECORPS,  1 RUE EMILE DECORPS ,33,45.7593755,4.9004462,72,155,893,10.570779892163786
363,QUARTET BAT 1,  LE QUARTET BAT 1 ,4,45.7600588,4.9004684,71,156,1263,1.0126689489112888
364,QUARTET BAT 1,  LE QUARTET BAT 1 ,7,45.7600588,4.9004684,71,156,1263,1.7721706605947554
365,RUE ANTOINE PRIMAT,3 RUE ANTOINE PRIMAT ,1,45.7578113,4.8970467,71,156,1263,0.2531672372278222
366,RUE ANTOINE PRIMAT,1 RUE ANTOINE PRIMAT ,2,45.7578762,4.8931885,70,182,1239,0.40210587938049464
367,RUE ANTOINE PRIMAT,3 RUE ANTOINE PRIMAT ,1,45.7578762,4.8931885,70,182,1239,0.20105293969024732
368,RUE ANTOINE PRIMAT,1 RUE ANTOINE PRIMAT ,2,45.7578977,4.8919024,70,182,1239,0.40210587938049464
369,RUE ANTOINE PRIMAT,3 RUE ANTOINE PRIMAT ,3,45.7578977,4.8919024,70,182,1239,0.603158819070742
370,RUE ANTOINE PRIMAT,1 RUE ANTOINE PRIMAT ,2,45.7579193,4.8906163,64,132,1150,0.38955330723131554
371,RUE ANTOINE PRIMAT,3 RUE ANTOINE PRIMAT ,2,45.7579193,4.8906163,64,132,1150,0.38955330723131554
372,RUE ANTOINE PRIMAT,  6 RUE ANTOINE PRIMAT ,3,45.7580593,4.89166,70,182,1239,0.603158819070742
373,RUE ANTOINE PRIMAT,  14 RUE ANTOINE PRIMAT ,6,45.758107,4.8927434,70,182,1239,1.206317638141484
374,RUE ANTOINE PRIMAT,  14 RUE ANTOINE PRIMAT ,2,45.758107,4.8927434,70,182,1239,0.40210587938049464
375,RUE ANTOINE PRIMAT,1 RUE ANTOINE PRIMAT ,4,45.7587116,4.8970776,71,156,1263,1.0126689489112888
376,RUE ANTOINE PRIMAT,3 RUE ANTOINE PRIMAT ,3,45.7587116,4.8970776,71,156,1263,0.7595017116834666
377,RUE BERTHELOT,  5 RUE BERTHELOT ,5,45.7592092,4.8969863,71,156,1263,1.2658361861391112
378,RUE BERTHELOT,3 RUE BERTHELOT ,22,45.7595347,4.8969752,71,156,1263,5.569679219012089
379,RUE RUE LEON BLUM,44 RUE RUE LEON BLUM ,19,45.7597206,4.8943892,71,156,1263,4.810177507328622
380,RUE RUE LEON BLUM,35 RUE RUE LEON BLUM ,7,45.7597813,4.8939371,65,137,1146,1.3337460851692862
381,RUE RUE LEON BLUM,74 RUE RUE LEON BLUM ,19,45.7599446,4.8972588,71,156,1263,4.810177507328622
382,RUE RUE LEON BLUM,37 RUE RUE LEON BLUM ,1,45.760026,4.89402,65,137,1146,0.19053515502418375
383,RUE L?ON BLUM,  62 RUE L?ON BLUM ,4,45.7598509,4.8960139,71,156,1263,1.0126689489112888
384,RUE LOUIS DUCROIZE,  20 RUE LOUIS DUCROIZE ,14,45.7584834,4.8952229,71,156,1263,3.5443413211895107
385,RUE RUE POIZAT,3 RUE RUE POIZAT ,14,45.7592298,4.8932027,70,182,1239,2.8147411556634627
386,RUE GUILLOTE,9 RUE GUILLOTE ,5,45.7573561,4.8923,70,182,1239,1.0052646984512366
387,RUE ANTOINE PRIMAT ''GRANDCLEMENT'',9  RUE ANTOINE PRIMAT ''GRANDCLEMENT'' ,15,45.758186,4.8916884,70,182,1239,3.01579409535371
388,RUE BURAIS ''GRANDCLEMENT'',10  RUE BURAIS ''GRANDCLEMENT'' ,24,45.7583089,4.8919332,70,182,1239,4.825270552565936
389,RUE BURAIS ''GRANDCLEMENT'',8  RUE BURAIS ''GRANDCLEMENT'' ,36,45.7584516,4.8919085,70,182,1239,7.237905828848904
390,AVENUE G?N?RAL LECLERC,  3 AVENUE G?N?RAL LECLERC ,21,45.7591151,4.8908554,70,182,1239,4.222111733495193
391,AVENUE GENERAL LECLERC,63  AVENUE GENERAL LECLERC ,34,45.7545441,4.8914312,63,126,1151,5.899478829552675
392,AVENUE GENERAL LECLERC,61  AVENUE GENERAL LECLERC ,31,45.7547249,4.8914147,63,126,1151,5.378936579886263
393,AVENUE GENERAL LECLERC,  33 AVENUE GENERAL LECLERC ,7,45.7573476,4.8910857,70,182,1239,1.4073705778317314
394,RUE RUE GUILLOTTE,23 RUE RUE GUILLOTTE ,24,45.7568306,4.8914619,70,182,1239,4.825270552565936
395,RUE PANISSOD,  8 RUE PANISSOD ,25,45.7559952,4.8899385,64,132,1150,4.869416340391444
396,RUE CHIRAT,  36 RUE CHIRAT ,11,45.7568165,4.8892905,64,132,1150,2.142543189772235
397,D RUE RUE CHIRAT,36 D RUE RUE CHIRAT ,7,45.7568165,4.8892905,64,132,1150,1.3634365753096043
398,RUE BREVET,6  RUE BREVET ,12,45.7564409,4.8889122,64,132,1150,2.3373198433878932
399,RUE CHARRIN,5  RUE CHARRIN ,24,45.7561919,4.8881329,64,132,1150,4.6746396867757865
400,RUE CHARRIN,7  RUE CHARRIN ,25,45.7562223,4.8884541,64,132,1150,4.869416340391444
401,RUE CHARRIN,9  RUE CHARRIN ,23,45.756239,4.8888152,64,132,1150,4.479863033160129
402,RUE DE LA POSTE,29 RUE DE LA POSTE ,3,45.7568116,4.8878054,64,132,1150,0.5843299608469733
403,RUE DE LA POSTE,29 RUE DE LA POSTE ,4,45.7568116,4.8878054,64,132,1150,0.7791066144626311
404,RUE DE LA POSTE,23 RUE DE LA POSTE ,5,45.757151,4.8877642,64,132,1150,0.9738832680782888
405,RUE EUGENE FOURNIERE,  50 RUE EUGENE FOURNIERE ,6,45.7550879,4.887283,62,148,1178,1.4260029917656132
406,RUE EUGENE FOURNIERE,32 RUE EUGENE FOURNIERE ,1,45.7565436,4.8871346,62,148,1178,0.23766716529426887
407,RUE EUGENE FOURNIERE,7 RUE EUGENE FOURNIERE ,8,45.7581963,4.8870394,64,132,1150,1.5582132289252622
408,RUE DES DEUX FRERES,5 RUE DES DEUX FRERES ,1,45.7559074,4.8866679,62,148,1178,0.23766716529426887
409,RUE DES DEUX FR?RES,12 RUE DES DEUX FR?RES ,5,45.7558944,4.8865297,62,148,1178,1.1883358264713444
410,RUE RUE EUGENE FOURNIERE,47 RUE RUE EUGENE FOURNIERE ,19,45.7554889,4.8874038,64,132,1150,3.7007564186974973
411,RUE RUE EUGENE FOURNIERE,45 RUE RUE EUGENE FOURNIERE ,13,45.7556162,4.8873862,64,132,1150,2.532096497003551
412,RUE DE LA FRATERNITE,  1 RUE DE LA FRATERNITE ,9,45.7549792,4.8867996,62,148,1178,2.1390044876484198
413,RUE RUE GEORGE SAND,12 RUE RUE GEORGE SAND ,32,45.7547793,4.8860943,62,148,1178,7.605349289416604
414,RUE ANTONIN PERRIN,  78 RUE ANTONIN PERRIN ,1,45.7552178,4.8854103,62,148,1178,0.23766716529426887
415,RUE ANTONIN PERRIN,  74 RUE ANTONIN PERRIN ,1,45.7553731,4.8853835,62,148,1178,0.23766716529426887
416,RUE ANTONIN PERRIN,  76 RUE ANTONIN PERRIN ,18,45.7555538,4.8853288,62,148,1178,4.2780089752968395
417,RUE ANTONIN PERRIN,52  RUE ANTONIN PERRIN ,18,45.7564771,4.8852448,62,148,1178,4.2780089752968395
418,RUE ANTONIN PERRIN,50  RUE ANTONIN PERRIN ,50,45.7566648,4.8852217,62,148,1178,11.883358264713443
419,RUE ANTONIN PERRIN,"  20, RUE ANTONIN PERRIN ",28,45.7587712,4.8849432,54,162,1143,7.350993560465821
420,RUE RUE ANTONIN PERRIN,68 RUE RUE ANTONIN PERRIN ,5,45.755746,4.8853344,62,148,1178,1.1883358264713444
421,RUE RUE ANTONIN PERRIN,21 RUE RUE ANTONIN PERRIN ,37,45.7592258,4.8851546,53,162,1191,10.397758693293905
422,RUE RUE ANTONIN PERRIN,19 RUE RUE ANTONIN PERRIN ,31,45.7593206,4.8851437,53,162,1191,8.711635661948948
423,ARAGO,"  13,RUE ARAGO ",13,45.7567809,4.8842013,61,109,1127,2.7734492380895763
424,RUE ARAGO,37  RUE ARAGO ,6,45.754851,4.8835378,62,148,1178,1.4260029917656132
425,RUE ARAGO,  17 RUE ARAGO ,6,45.7564309,4.8842201,61,109,1127,1.2800534945028812
426,RUE ARAGO,  17B RUE ARAGO ,35,45.7564309,4.8842201,61,109,1127,7.466978717933475
427,RUE ARAGO,  17T RUE ARAGO ,12,45.7564309,4.8842201,61,109,1127,2.5601069890057624
428,RUE JEAN JAURES,  32 RUE JEAN JAURES ,25,45.7568034,4.8804794,60,119,1088,4.3051006772426845
429,RUE JEAN JAURES,  34 RUE JEAN JAURES ,26,45.7568213,4.8805674,60,119,1088,4.477304704332392
430,RUE JEAN JAURES,  36 RUE JEAN JAURES ,15,45.7568932,4.8808235,60,119,1088,2.583060406345611
431,RUE JEAN JAURES,  38 RUE JEAN JAURES ,16,45.7569433,4.881004,60,119,1088,2.7552644334353182
432,RUE JEAN JAURES,  44 RUE JEAN JAURES ,26,45.757164,4.8818107,61,109,1127,5.546898476179153
433,RUE JEAN JAURES,  48 RUE JEAN JAURES ,27,45.7573184,4.8823847,61,109,1127,5.760240725262966
434,RUE JEAN JAURES,"  51, RUE JEAN JAURES ",1,45.7574438,4.881779,54,162,1143,0.26253548430235074
435,RUE JEAN JAURES,"  53, RUE JEAN JAURES ",34,45.7574874,4.8819207,54,162,1143,8.926206466279925
436,RUE JEAN JAURES,"  55, RUE JEAN JAURES ",1,45.7575609,4.8822102,54,162,1143,0.26253548430235074
437,RUE JEAN JAURES,  69 RUE JEAN JAURES ,3,45.7578562,4.8835113,54,162,1143,0.7876064529070522
438,AVENUE ANTOINE ST EXUPERY,"  56, AVENUE ANTOINE ST EXUPERY ",28,45.7577962,4.8818746,54,162,1143,7.350993560465821
439,AV. ANTOINE DE ST EXUPERY,  53A AV. ANTOINE DE ST EXUPERY ,2,45.7581909,4.8819127,54,162,1143,0.5250709686047015
440,AV. ANTOINE DE ST EXUPERY,  53B AV. ANTOINE DE ST EXUPERY ,10,45.7581909,4.8819127,54,162,1143,2.6253548430235076
441,AV. ANTOINE DE ST EXUPERY,  53E AV. ANTOINE DE ST EXUPERY ,7,45.7581909,4.8819127,54,162,1143,1.8377483901164553
442,RUE LOUIS BRAILLE,19 RUE LOUIS BRAILLE ,1,45.7593876,4.8824243,54,162,1143,0.26253548430235074
443,RUE LOUIS BRAILLE,11  RUE LOUIS BRAILLE ,23,45.7604931,4.8824766,55,143,1254,4.221375401187037
444,RUE LOUIS BRAILLE,11B  RUE LOUIS BRAILLE ,27,45.7604931,4.8824766,55,143,1254,4.955527644871739
445,RUE LOUIS BRAILLE,9  RUE LOUIS BRAILLE ,23,45.7606082,4.8824157,55,143,1254,4.221375401187037
446,RUE LOUIS BRAILLE,9BIS  RUE LOUIS BRAILLE ,22,45.7606082,4.8824157,55,143,1254,4.037837340265861
447,RUE LAFONTAINE,  60 RUE LAFONTAINE ,44,45.759605,4.8819221,54,162,1143,11.551561309303434
448,RUE LAFONTAINE,  58 RUE LAFONTAINE ,44,45.7597262,4.8815157,54,162,1143,11.551561309303434
449,RUE LAFONTAINE,  47 RUE LAFONTAINE ,44,45.7602666,4.8803309,59,192,1324,10.963685676128234
450,RUE LAFONTAINE,  45 RUE LAFONTAINE ,44,45.7603898,4.8799066,59,192,1324,10.963685676128234
451,RUE LAFONTAINE,  43 RUE LAFONTAINE ,44,45.7605047,4.8794987,59,192,1324,10.963685676128234
452,RUE FLORIAN,  46 RUE FLORIAN ,8,45.7588009,4.8801781,59,192,1324,1.993397395659679
453,RUE FLORIAN,  44 RUE FLORIAN ,8,45.7590837,4.8803434,59,192,1324,1.993397395659679
454,RUE FLORIAN,  33 RUE FLORIAN ,20,45.7595076,4.8814134,54,162,1143,5.250709686047015
455,RUE FLORIAN,  10 RUE FLORIAN ,13,45.7607902,4.8806923,56,130,1118,3.461651893142422
456,RUE FLORIAN,10 RUE FLORIAN ,1,45.7607902,4.8806923,56,130,1118,0.2662809148571094
457,RUE FLORIAN,  8 RUE FLORIAN ,12,45.7609741,4.8806986,56,130,1118,3.195370978285313
458,RUE FLORIAN,8 RUE FLORIAN ,1,45.7609741,4.8806986,56,130,1118,0.2662809148571094
459,AVENUE SAINT EXUPERY,  47 AVENUE SAINT EXUPERY ,12,45.7585419,4.8802053,59,192,1324,2.9900960934895187
460,AVENUE SAINT EXUPERY,  45 AVENUE SAINT EXUPERY ,6,45.7586269,4.8798646,59,192,1324,1.4950480467447593
461,AVENUE SAINT EXUPERY,  28 AVENUE SAINT EXUPERY ,10,45.7586295,4.8783565,59,192,1324,2.491746744574599
462,AVENUE SAINT EXUPERY,  43 AVENUE SAINT EXUPERY ,6,45.7586451,4.8797996,59,192,1324,1.4950480467447593
463,AVENUE SAINT EXUPERY,  26 AVENUE SAINT EXUPERY ,10,45.758685,4.8781577,59,192,1324,2.491746744574599
464,AVENUE SAINT EXUPERY,  41 AVENUE SAINT EXUPERY ,7,45.758735,4.8794809,59,192,1324,1.7442227212022192
465,AVENUE SAINT EXUPERY,  24 AVENUE SAINT EXUPERY ,10,45.7587425,4.8779537,59,192,1324,2.491746744574599
466,AVENUE SAINT EXUPERY,  22 AVENUE SAINT EXUPERY ,10,45.7588028,4.8777357,59,192,1324,2.491746744574599
467,AVENUE SAINT EXUPERY,  39 AVENUE SAINT EXUPERY ,6,45.7588145,4.8792507,59,192,1324,1.4950480467447593
468,AVENUE SAINT EXUPERY,  37 AVENUE SAINT EXUPERY ,28,45.7588519,4.8791169,59,192,1324,6.976890884808877
469,AVENUE SAINT EXUPERY,  20 AVENUE SAINT EXUPERY ,10,45.758867,4.8775063,59,192,1324,2.491746744574599
470,AVENUE SAINT EXUPERY,  35 AVENUE SAINT EXUPERY ,30,45.7588844,4.8790022,59,192,1324,7.475240233723796
471,RUE RICHELIEU,  37 RUE RICHELIEU ,23,45.758755,4.8770379,59,192,1324,5.731017512521577
472,RUE RICHELIEU,  35 RUE RICHELIEU ,22,45.7590075,4.8771829,59,192,1324,5.481842838064117
473,RUE RICHELIEU,  34 RUE RICHELIEU ,17,45.7597794,4.8771237,58,119,1229,3.229673010203278
474,RUE RICHELIEU,11 RUE RICHELIEU ,1,45.7613887,4.8787782,56,130,1118,0.2662809148571094
475,AVENUE MARC SANGNIER,  49 AVENUE MARC SANGNIER ,5,45.7589687,4.8763207,58,119,1229,0.9499038265303759
476,AVENUE MARC SANGNIER,"  46, AVENUE MARC SANGNIER ",8,45.7603066,4.8750753,58,119,1229,1.5198461224486013
477,AVENUE MARC SANGNIER,  13 AVENUE MARC SANGNIER ,33,45.7624649,4.8740934,57,136,1254,6.586521228355845
478,AVENUE MARC SANGNIER,  11 AVENUE MARC SANGNIER ,1,45.7625295,4.8740891,57,136,1254,0.19959155237441956
479,AVENUE MARC SANGNIER,  9  AVENUE MARC SANGNIER ,30,45.7626211,4.8740979,57,136,1254,5.987746571232586
480,AVENUE MARC SANGNIER,"  7, AVENUE MARC SANGNIER ",7,45.7628318,4.8741084,57,136,1254,1.3971408666209368
481,AVENUE AVENUE MARC SANGNIER,60 AVENUE AVENUE MARC SANGNIER ,17,45.7586874,4.8762275,58,119,1229,3.229673010203278
482,AVENUE AVENUE MARC SANGNIER,58 AVENUE AVENUE MARC SANGNIER ,26,45.7588124,4.8761309,58,119,1229,4.939499897957955
483,RUE E. AYNARD,  37 RUE E. AYNARD ,1,45.7591517,4.8755535,58,119,1229,0.18998076530607516
484,RUE RUE FRANCOIS GILLET,19 RUE RUE FRANCOIS GILLET ,1,45.759517,4.8745269,58,119,1229,0.18998076530607516
485,RUE RUE FRANCOIS GILLET,20 RUE RUE FRANCOIS GILLET ,18,45.7597157,4.874789,58,119,1229,3.4196537755093526
486,RUE RUE PASCAL,23 RUE RUE PASCAL ,21,45.7598943,4.8745582,58,119,1229,3.989596071427578
487,RUE EDOUARD AYNARD,  11 RUE EDOUARD AYNARD ,4,45.7615421,4.8768109,56,130,1118,1.0651236594284377
488,RUE AYNARD,"  7, RUE AYNARD ",6,45.7620147,4.8770431,56,130,1118,1.5976854891426564
489,RUE AYNARD,"  7, RUE AYNARD ",3,45.7620147,4.8770431,56,130,1118,0.7988427445713282
490,COURS TOLSTOI,  148 COURS TOLSTOI ,12,45.7605834,4.8858482,53,162,1191,3.372246062689915
491,COURS TOLSTOI,  101 COURS TOLSTOI ,20,45.7620909,4.8809618,51,135,1194,4.743931277736732
492,COURS TOLSTOI,"  95, COURS TOLSTOI ",13,45.7623028,4.880219,50,135,1278,2.991890417967038
493,COURS TOLSTOI,  80 COURS TOLSTOI ,13,45.7624461,4.8773915,56,130,1118,3.461651893142422
494,COURS TOLSTOI,  47 COURS TOLSTOI ,4,45.7635326,4.8751977,44,113,1035,0.8835499786769114
495,COURS TOLSTOI,  46 COURS TOLSTOI ,6,45.7635399,4.8738345,57,136,1254,1.1975493142465172
496,COURS TOLSTOI,2 COURS TOLSTOI ,3,45.7636611,4.8701122,41,118,1033,0.8031765632405816
497,COURS TOLSTOI,2 COURS TOLSTOI ,1,45.7636611,4.8701122,41,118,1033,0.2677255210801939
498,COURS TOLSTOI,  21 COURS TOLSTOI ,11,45.7638516,4.8725266,41,118,1033,2.9449807318821333
499,RUE RUE RICHELIEU,11 RUE RUE RICHELIEU ,1,45.7613887,4.8787782,56,130,1118,0.2662809148571094
500,RUE RUE RICHELIEU,3 RUE RUE RICHELIEU ,13,45.7622384,4.8786478,56,130,1118,3.461651893142422
501,COURS COURS TOLSTOI,134 COURS COURS TOLSTOI ,16,45.7611094,4.8835858,55,143,1254,2.9366089747388084
502,COURS COURS TOLSTOI,102 COURS COURS TOLSTOI ,14,45.7622548,4.8795569,56,130,1118,3.7279328079995313
503,COURS COURS TOLSTOI,98 COURS COURS TOLSTOI ,19,45.7622867,4.8791552,56,130,1118,5.0593373822850785
504,COURS COURS TOLSTOI,100 COURS COURS TOLSTOI ,10,45.7623154,4.8793273,56,130,1118,2.662809148571094
505,COURS COURS TOLSTOI,96 COURS COURS TOLSTOI ,21,45.7623443,4.8789409,56,130,1118,5.591899211999297
506,RUE BAUDELAIRE,  18 RUE BAUDELAIRE ,13,45.7627659,4.8794147,50,135,1278,2.991890417967038
507,RUE BAUDELAIRE,  16 RUE BAUDELAIRE ,12,45.7629191,4.8793857,50,135,1278,2.761745001200343
508,RUE BAUDELAIRE,  16BIS RUE BAUDELAIRE ,1,45.7629191,4.8793857,50,135,1278,0.23014541676669523
509,RUE BAUDELAIRE,  14 RUE BAUDELAIRE ,9,45.7630549,4.8793782,50,135,1278,2.0713087509002572
510,RUE BAUDELAIRE,  12BIS RUE BAUDELAIRE ,11,45.7632584,4.8792526,50,135,1278,2.5315995844336476
511,COURS TOLSTO?,  128 COURS TOLSTO? ,16,45.7614577,4.8825759,55,143,1254,2.9366089747388084
